@relation MLBWinRates

@attribute HR numeric
@attribute SOA numeric
@attribute R numeric
@attribute RA numeric
@attribute SLG numeric
@attribute ERA numeric
@attribute BB numeric
@attribute WHIP numeric
@attribute AVG numeric
@attribute Result {.400,.450,.500,.550,.600}

@data
140,1060,634,609,0.4,3.66,468,1.27,0.264,.500
257,1047,949,903,0.472,5.15,645,1.5,0.274,.500
209,1165,928,921,0.457,5,642,1.6,0.283,.500
195,1039,898,794,0.447,4.53,701,1.47,0.281,.500
245,1000,993,895,0.484,5.21,670,1.51,0.287,.500
221,932,961,964,0.472,5.6,527,1.56,0.287,.500
129,1163,753,792,0.397,4.38,554,1.44,0.262,.500
148,1206,741,668,0.406,3.78,492,1.27,0.262,.500
142,1050,759,706,0.407,3.98,495,1.32,0.267,.500
161,1050,829,794,0.416,4.52,617,1.45,0.272,.500
220,1036,868,815,0.467,4.73,617,1.48,0.286,.500
239,870,923,908,0.478,5.25,562,1.58,0.288,.500
133,1138,777,660,0.403,3.67,633,1.3,0.259,.500
174,1232,742,645,0.418,3.63,498,1.28,0.268,.500
153,982,777,709,0.405,3.95,550,1.34,0.262,.500
147,1091,787,783,0.415,4.49,510,1.46,0.272,.500
198,1037,850,779,0.448,4.45,630,1.45,0.272,.500
201,994,940,871,0.462,5,595,1.5,0.289,.500
221,1154,816,768,0.448,4.29,564,1.39,0.266,.500
159,1178,669,678,0.387,3.81,447,1.33,0.252,.500
136,1129,706,645,0.394,3.77,572,1.31,0.259,.500
161,1089,845,739,0.421,4.19,678,1.37,0.274,.500
223,972,810,782,0.441,4.32,676,1.41,0.258,.500
235,967,893,846,0.446,4.69,770,1.46,0.259,.500
212,1009,883,862,0.457,4.92,578,1.5,0.28,.500
188,1076,872,831,0.434,4.71,696,1.47,0.271,.500
236,846,864,869,0.472,5,608,1.52,0.28,.500
167,1121,792,745,0.423,4.23,611,1.33,0.267,.500
205,1040,871,814,0.45,4.76,631,1.43,0.277,.500
244,978,861,908,0.469,5.14,526,1.51,0.275,.500
179,1220,792,754,0.429,4.35,535,1.34,0.265,.500
200,1015,825,765,0.447,4.33,559,1.45,0.274,.500
161,1001,968,897,0.455,5.26,601,1.51,0.294,.500
211,1154,798,729,0.431,4.1,668,1.37,0.257,.500
198,1259,772,745,0.439,4.15,520,1.35,0.266,.500
214,921,798,795,0.451,4.55,520,1.37,0.268,.500
164,965,771,766,0.433,4.51,495,1.35,0.272,.500
174,1133,729,643,0.412,3.59,493,1.29,0.26,.500
194,1344,777,701,0.43,4.03,577,1.33,0.261,.500
206,1212,758,744,0.425,4.25,519,1.32,0.255,.500
147,1191,642,713,0.387,4.07,545,1.28,0.249,.500
164,1086,746,719,0.414,4.15,551,1.35,0.26,.500
167,1219,749,695,0.417,4,589,1.36,0.262,.500
162,1088,735,718,0.418,3.97,575,1.36,0.261,.500
220,1056,791,715,0.446,4.17,519,1.32,0.263,.500
162,865,836,867,0.427,5.06,476,1.48,0.274,.500
190,984,894,826,0.455,4.69,546,1.43,0.279,.500
152,1291,717,685,0.417,3.84,531,1.31,0.263,.500
172,1404,724,683,0.416,3.83,492,1.32,0.259,.500
191,1139,805,677,0.431,3.86,557,1.32,0.263,.500
124,1289,574,556,0.368,3.16,407,1.22,0.243,.500
144,1028,711,716,0.401,4.01,522,1.34,0.258,.500
166,1060,791,697,0.419,4.04,651,1.33,0.261,.500
196,969,876,796,0.454,4.6,580,1.4,0.279,.500
242,1013,865,831,0.457,4.91,499,1.42,0.268,.500
227,979,860,794,0.457,4.53,500,1.45,0.266,.500
235,1346,789,665,0.458,3.81,489,1.3,0.268,.500
148,1116,718,700,0.406,4.1,499,1.33,0.264,.500
215,1070,840,781,0.443,4.45,645,1.36,0.267,.500
139,1079,768,705,0.414,4.03,566,1.31,0.273,.500
134,965,688,662,0.391,3.71,485,1.23,0.259,.500
155,1075,772,658,0.407,3.69,537,1.25,0.262,.500
128,1125,717,732,0.409,4.16,512,1.4,0.272,.500
161,1164,693,609,0.408,3.51,481,1.23,0.256,.500
175,1012,722,648,0.416,3.76,486,1.31,0.258,.500
167,1159,807,726,0.423,4.21,639,1.3,0.27,.500
130,1133,684,726,0.391,4.13,600,1.34,0.257,.500
192,1070,820,825,0.435,4.83,672,1.44,0.269,.500
159,1164,766,732,0.425,4.04,486,1.29,0.274,.500
199,1076,809,754,0.463,4.37,514,1.37,0.284,.500
174,1160,735,719,0.409,4.08,585,1.3,0.255,.500
153,1068,820,751,0.432,4.23,601,1.38,0.276,.500
216,1138,865,812,0.447,4.6,626,1.42,0.267,.500
161,1097,731,679,0.416,3.87,564,1.27,0.263,.500
184,970,781,762,0.431,4.54,531,1.38,0.269,.500
177,1047,887,797,0.458,4.57,474,1.43,0.287,.500
153,1020,794,813,0.425,4.73,389,1.48,0.287,.500
165,1067,753,699,0.419,4,533,1.29,0.259,.500
176,1106,810,733,0.435,4.11,534,1.36,0.275,.500
151,1211,752,690,0.422,4.04,500,1.32,0.271,.500
129,1184,735,727,0.406,4.2,511,1.35,0.275,.500
231,1174,801,776,0.456,4.41,501,1.4,0.262,.500
177,1134,804,750,0.432,4.26,549,1.37,0.275,.500
213,1050,892,821,0.458,4.73,641,1.45,0.274,.500
171,1136,741,666,0.411,3.7,557,1.27,0.251,.500
235,1147,811,729,0.448,4.11,540,1.32,0.263,.500
111,995,829,745,0.408,4.18,529,1.35,0.279,.500
180,1141,789,727,0.427,4.28,535,1.36,0.271,.500
126,1184,714,610,0.399,3.49,521,1.24,0.264,.500
159,1229,720,706,0.415,3.99,587,1.29,0.251,.500
208,1127,770,767,0.433,4.44,543,1.4,0.254,.500
167,1095,712,743,0.415,4.39,449,1.36,0.263,.500
137,1205,700,648,0.399,3.68,543,1.29,0.264,.500
172,1181,799,715,0.42,4.07,619,1.37,0.266,.500
174,957,779,725,0.433,4.2,577,1.38,0.281,.500
183,1102,743,745,0.416,4.34,540,1.41,0.26,.500
172,1052,817,765,0.429,4.5,585,1.38,0.274,.500
160,1043,640,692,0.402,3.87,421,1.3,0.258,.500
199,1125,803,754,0.439,4.36,642,1.36,0.263,.500
224,1016,784,740,0.445,4.38,472,1.37,0.26,.500
149,1232,735,641,0.405,3.57,602,1.32,0.263,.500
161,1272,707,672,0.407,3.84,592,1.32,0.255,.500
159,1248,772,766,0.416,4.32,568,1.4,0.268,.500
122,1302,657,611,0.389,3.55,392,1.28,0.257,.500
211,1207,818,744,0.451,4.2,587,1.36,0.268,.500
177,1149,752,704,0.42,4.09,467,1.36,0.268,.500
257,1184,755,728,0.454,4.23,471,1.35,0.248,.500
173,1234,770,717,0.425,4.14,585,1.34,0.263,.500
150,1094,736,641,0.402,3.57,541,1.3,0.263,.500
155,1058,667,633,0.402,3.57,442,1.27,0.253,.500
173,1332,641,605,0.387,3.49,504,1.25,0.243,.500
117,1265,644,612,0.375,3.56,498,1.25,0.257,.500
121,1316,570,578,0.368,3.21,448,1.24,0.242,.500
211,1246,748,676,0.422,4.02,461,1.29,0.255,.500
163,1318,726,670,0.422,3.77,511,1.29,0.268,.500
187,1157,767,699,0.433,4.02,449,1.27,0.274,.500
116,1276,637,597,0.374,3.35,481,1.25,0.252,.500
202,1402,776,733,0.437,4.22,466,1.36,0.259,.500
159,1218,765,648,0.421,3.71,533,1.27,0.271,.500
5,0,273,191,0.375,3.08,7,1.3,0.293,.550
6,0,441,344,0.347,2.55,24,1.11,0.286,.550
0,0,386,369,0.291,2.11,33,1.04,0.239,.550
9,77,471,450,0.328,2.51,58,1.32,0.266,.550
9,141,339,288,0.354,2.25,58,1.18,0.28,.550
2,198,394,365,0.328,2.34,78,1.04,0.252,.550
3,211,437,411,0.336,2.46,73,1.1,0.259,.550
7,289,387,337,0.327,1.9,76,1.03,0.242,.550
11,264,447,426,0.335,2.4,146,1.18,0.253,.550
6,480,498,405,0.319,2.9,142,1,0.25,.550
8,402,476,443,0.329,2.22,139,1.18,0.246,.550
21,376,636,436,0.372,2.37,149,1.08,0.272,.550
32,635,636,515,0.336,2.71,211,1.14,0.233,.550
26,530,700,546,0.379,3.42,153,1.1,0.267,.550
39,534,700,626,0.361,2.95,215,1.23,0.262,.550
142,472,834,647,0.446,3.03,264,1.26,0.281,.550
23,567,693,623,0.341,3.12,249,1.32,0.255,.550
17,628,662,627,0.31,3.01,144,1.25,0.245,.550
26,330,642,575,0.342,3.26,153,1.25,0.258,.550
16,540,832,832,0.33,3.42,433,1.35,0.25,.550
16,515,810,647,0.329,2.83,478,1.17,0.241,.550
31,470,975,861,0.38,3.87,469,1.4,0.277,.550
37,330,892,745,0.371,3.58,382,1.35,0.268,.550
27,544,956,854,0.385,3.82,436,1.35,0.289,.550
80,510,813,716,0.412,3.46,407,1.33,0.271,.550
48,415,816,723,0.389,3.57,361,1.32,0.279,.550
32,539,745,628,0.323,2.73,345,1.14,0.242,.550
77,588,734,659,0.383,2.96,290,1.22,0.26,.550
43,479,880,787,0.377,3.53,534,1.43,0.275,.550
16,624,831,617,0.335,2.99,545,1.19,0.258,.550
48,733,870,736,0.37,3.67,474,1.32,0.273,.550
31,506,763,593,0.341,2.93,530,1.25,0.258,.550
27,488,753,633,0.361,2.79,433,1.26,0.259,.550
23,507,823,707,0.364,3.32,522,1.42,0.269,.550
34,377,964,893,0.374,3.95,502,1.61,0.277,.550
66,449,1018,875,0.405,4.17,486,1.53,0.284,.550
13,137,227,156,0.361,2.5,107,1.33,0.261,.550
50,502,860,690,0.367,2.93,528,1.3,0.262,.550
32,242,976,839,0.408,4.2,532,1.51,0.3,.550
80,283,1011,841,0.431,4.68,468,1.58,0.301,.550
40,262,1143,966,0.476,5.63,496,1.73,0.349,.550
55,297,866,854,0.405,4.67,422,1.61,0.298,.550
61,330,1068,957,0.45,5.47,463,1.68,0.33,.550
36,277,860,761,0.392,3.78,414,1.43,0.3,.550
34,353,815,799,0.39,4.41,409,1.52,0.286,.550
22,270,763,705,0.383,4.09,380,1.47,0.29,.550
18,323,828,679,0.35,2.83,476,1.28,0.274,.550
17,294,827,691,0.376,3.31,418,1.34,0.297,.550
13,360,856,770,0.36,3.7,485,1.36,0.275,.550
47,331,819,739,0.378,3.36,468,1.34,0.285,.550
26,415,733,612,0.368,3.06,327,1.24,0.272,.550
37,396,759,608,0.381,3.04,331,1.21,0.278,.550
32,583,744,600,0.387,3.14,312,1.38,0.287,.550
24,480,668,543,0.346,2.87,430,1.19,0.266,.550
42,431,664,600,0.383,3.02,275,1.25,0.278,.550
14,346,675,602,0.335,3.41,411,1.31,0.268,.550
29,348,619,607,0.353,3.34,373,1.3,0.265,.550
32,728,597,519,0.363,2.98,268,1.19,0.264,.550
9,451,695,599,0.347,2.77,422,1.24,0.275,.550
14,550,600,482,0.316,2.3,373,1.06,0.242,.550
27,627,647,482,0.354,2.22,307,1.15,0.26,.550
21,502,695,547,0.338,2.34,399,1.15,0.255,.550
15,455,675,592,0.338,2.89,391,1.23,0.258,.550
12,530,663,482,0.357,2.09,330,1.11,0.279,.550
17,605,644,543,0.339,2.78,331,1.17,0.266,.550
5,604,588,474,0.283,2.22,421,1.13,0.238,.550
11,513,530,525,0.31,2.26,335,1.16,0.241,.550
12,499,512,476,0.305,2.43,424,1.17,0.236,.550
19,497,634,510,0.324,2.3,469,1.16,0.254,.550
3,623,537,470,0.271,2.22,463,1.03,0.224,.550
18,548,568,457,0.309,2.02,364,1.05,0.239,.550
19,553,647,547,0.347,2.4,320,1.19,0.263,.550
20,555,597,550,0.333,2.59,348,1.18,0.263,.550
28,532,679,582,0.344,2.82,459,1.24,0.261,.550
20,654,626,557,0.322,2.61,464,1.15,0.248,.550
31,717,715,567,0.366,2.68,562,1.21,0.275,.550
33,479,655,576,0.36,2.83,437,1.2,0.266,.550
30,538,831,776,0.388,3.73,471,1.42,0.292,.550
54,582,757,607,0.374,2.9,585,1.27,0.26,.550
49,605,744,557,0.372,2.84,525,1.18,0.262,.550
22,601,779,658,0.377,3.32,485,1.32,0.282,.550
20,828,699,581,0.341,2.69,472,1.27,0.256,.550
16,689,633,536,0.348,2.54,420,1.28,0.268,.550
19,758,596,561,0.326,2.73,440,1.18,0.252,.550
59,556,720,630,0.369,3.13,554,1.32,0.257,.550
73,667,693,636,0.382,3.15,383,1.32,0.265,.550
18,602,589,510,0.338,2.36,490,1.12,0.25,.550
52,650,621,517,0.352,2.44,520,1.12,0.258,.550
33,664,762,622,0.383,3.06,470,1.31,0.285,.550
12,715,569,491,0.312,2.31,458,1.16,0.244,.550
50,576,640,538,0.352,2.64,444,1.17,0.257,.550
20,517,592,524,0.341,2.79,448,1.24,0.262,.550
23,698,634,527,0.345,2.73,576,1.17,0.261,.550
58,652,589,463,0.34,2.17,460,1.09,0.247,.550
14,584,550,480,0.318,2.48,464,1.19,0.248,.550
17,644,601,497,0.339,2.36,447,1.13,0.251,.550
17,531,670,595,0.35,2.97,545,1.3,0.264,.550
22,644,542,453,0.307,2.19,437,1.08,0.233,.550
42,638,597,504,0.343,2.6,356,1.13,0.253,.550
42,601,581,489,0.341,2.36,399,1.11,0.25,.550
14,509,555,454,0.319,2.2,466,1.13,0.246,.550
13,451,584,543,0.322,2.52,549,1.21,0.245,.550
38,616,578,500,0.339,2.46,435,1.14,0.248,.550
15,392,474,380,0.327,2.31,406,1.17,0.249,.550
9,364,504,447,0.341,2.64,491,1.27,0.26,.550
4,505,461,412,0.315,2.14,376,1.15,0.256,.550
13,330,480,415,0.33,2.64,271,1.11,0.26,.550
23,428,618,578,0.381,3.3,429,1.35,0.283,.550
45,500,578,506,0.356,2.82,386,1.22,0.267,.550
46,380,682,543,0.363,2.8,432,1.19,0.269,.550
37,500,692,595,0.387,3.17,341,1.25,0.285,.550
83,464,809,681,0.437,3.62,382,1.37,0.308,.550
45,357,766,677,0.401,3.53,436,1.3,0.296,.550
52,490,865,736,0.419,3.98,423,1.42,0.308,.550
107,465,863,819,0.444,4.44,447,1.51,0.301,.550
45,450,708,629,0.392,3.21,439,1.31,0.285,.550
49,414,786,696,0.404,3.87,407,1.39,0.295,.550
35,441,849,796,0.404,4.19,607,1.47,0.298,.550
98,487,798,667,0.426,3.86,478,1.48,0.289,.550
22,469,755,613,0.387,3.34,513,1.33,0.294,.550
72,638,717,675,0.391,3.64,447,1.33,0.287,.550
44,364,724,588,0.4,3.27,366,1.24,0.287,.550
76,495,831,713,0.434,3.87,453,1.46,0.307,.550
114,446,736,702,0.415,3.94,411,1.43,0.283,.550
27,381,738,612,0.386,3.4,455,1.36,0.289,.550
121,486,847,713,0.437,3.86,642,1.4,0.289,.550
61,571,677,570,0.383,3,523,1.35,0.269,.550
35,424,747,651,0.4,3.42,454,1.26,0.29,.550
90,365,817,678,0.415,3.67,478,1.3,0.286,.550
56,553,841,726,0.414,3.97,551,1.38,0.303,.550
29,497,782,730,0.386,3.97,498,1.37,0.287,.550
74,465,750,661,0.4,3.65,481,1.41,0.284,.550
109,442,817,720,0.427,3.97,461,1.43,0.297,.550
92,531,714,615,0.402,3.4,508,1.37,0.278,.550
52,385,837,704,0.421,3.95,435,1.38,0.309,.550
142,484,899,775,0.45,4.19,554,1.43,0.295,.550
136,431,897,709,0.436,3.97,482,1.4,0.296,.550
60,409,904,780,0.43,4.36,503,1.43,0.303,.550
152,572,1062,898,0.488,4.88,644,1.53,0.309,.550
122,526,871,738,0.454,4.03,481,1.37,0.304,.550
171,601,998,870,0.481,4.8,588,1.55,0.309,.550
143,522,959,814,0.473,4.61,422,1.46,0.319,.550
104,639,1004,784,0.471,4.39,479,1.5,0.314,.550
49,582,843,691,0.4,3.76,481,1.39,0.285,.550
101,570,768,599,0.416,3.3,383,1.3,0.289,.550
78,439,845,747,0.413,4.12,566,1.42,0.285,.550
69,527,720,633,0.392,3.44,398,1.32,0.278,.550
48,377,701,711,0.395,3.75,358,1.31,0.285,.550
72,488,646,536,0.38,2.93,392,1.27,0.271,.550
82,555,636,515,0.361,2.71,377,1.19,0.263,.550
39,401,667,619,0.383,3.27,366,1.26,0.285,.550
100,554,814,763,0.423,4.28,526,1.51,0.287,.550
101,633,705,639,0.402,3.76,375,1.36,0.279,.550
104,594,818,632,0.416,3.6,604,1.35,0.28,.550
123,524,770,675,0.416,3.78,392,1.31,0.286,.550
66,549,743,647,0.402,3.42,457,1.27,0.285,.550
76,597,755,603,0.392,3.54,491,1.34,0.286,.550
97,500,742,621,0.395,3.46,431,1.34,0.281,.550
88,559,795,794,0.41,4.47,442,1.46,0.281,.550
67,533,780,730,0.4,4.17,549,1.46,0.28,.550
150,485,935,841,0.452,4.87,656,1.56,0.292,.550
47,643,704,646,0.384,3.56,463,1.34,0.285,.550
98,484,902,751,0.434,4.46,650,1.52,0.299,.550
113,717,847,782,0.434,4.6,550,1.55,0.281,.550
65,583,713,598,0.377,3.37,522,1.34,0.269,.550
125,497,705,637,0.396,3.62,465,1.3,0.271,.550
65,557,707,630,0.388,3.46,485,1.33,0.279,.550
124,539,890,795,0.436,4.56,591,1.54,0.291,.550
64,535,755,737,0.374,4.31,579,1.4,0.275,.550
85,614,797,700,0.413,4.08,557,1.46,0.28,.550
101,686,710,637,0.398,3.63,519,1.34,0.265,.550
134,752,888,717,0.442,4.01,664,1.45,0.286,.550
155,559,817,671,0.418,3.89,648,1.38,0.259,.550
93,639,697,621,0.383,3.5,522,1.23,0.26,.550
64,627,616,564,0.337,3.17,477,1.31,0.247,.550
109,497,675,600,0.361,3.31,558,1.31,0.254,.550
43,498,608,543,0.34,3.13,445,1.34,0.256,.550
60,568,658,581,0.354,3.09,532,1.3,0.263,.550
72,581,684,587,0.352,3.17,531,1.33,0.252,.550
51,369,573,537,0.338,2.97,423,1.2,0.254,.550
70,452,744,662,0.379,3.44,573,1.34,0.265,.550
77,588,633,565,0.361,2.99,517,1.32,0.256,.550
27,550,622,562,0.334,2.92,545,1.24,0.258,.550
57,557,795,724,0.376,3.7,629,1.4,0.271,.550
108,896,704,567,0.374,3.22,622,1.27,0.258,.550
136,653,684,547,0.387,3.13,627,1.31,0.248,.550
103,648,714,642,0.377,3.57,762,1.37,0.258,.550
85,494,701,622,0.39,3.62,558,1.32,0.275,.550
115,642,780,634,0.401,3.53,612,1.37,0.27,.550
95,579,739,584,0.399,3.37,671,1.28,0.275,.550
105,625,742,646,0.389,3.91,594,1.37,0.263,.550
112,594,675,574,0.384,3.36,601,1.36,0.26,.550
88,631,751,655,0.378,3.77,751,1.41,0.267,.550
164,674,806,654,0.422,3.75,693,1.4,0.269,.550
194,772,847,724,0.444,4.28,607,1.43,0.272,.550
133,596,735,643,0.392,3.71,627,1.31,0.258,.550
125,620,722,624,0.396,3.5,535,1.32,0.265,.550
127,658,804,725,0.392,4.14,756,1.44,0.266,.550
151,655,722,639,0.399,3.59,536,1.33,0.256,.550
93,609,657,552,0.376,3.07,540,1.21,0.26,.550
97,712,677,630,0.391,3.66,537,1.3,0.267,.550
74,714,716,592,0.364,3.41,601,1.34,0.258,.550
160,586,770,627,0.41,3.64,609,1.33,0.27,.550
156,738,738,589,0.415,3.3,439,1.31,0.266,.550
186,762,778,740,0.444,4.31,634,1.39,0.27,.550
139,698,670,556,0.401,3.19,471,1.33,0.265,.550
116,720,725,557,0.388,3.37,567,1.3,0.268,.550
182,654,743,668,0.427,3.85,504,1.4,0.261,.550
128,722,776,634,0.397,3.73,619,1.35,0.267,.550
153,845,712,581,0.381,3.32,681,1.3,0.244,.550
221,653,775,658,0.441,3.85,528,1.34,0.266,.550
177,639,709,569,0.423,3.11,486,1.26,0.259,.550
106,665,707,566,0.375,3.35,633,1.27,0.26,.550
132,778,737,666,0.405,3.78,493,1.34,0.274,.550
164,796,759,577,0.416,3.22,537,1.27,0.268,.550
167,773,675,541,0.412,3.21,478,1.23,0.266,.550
167,799,745,646,0.408,3.75,433,1.35,0.263,.550
148,1077,705,670,0.396,3.79,591,1.37,0.257,.550
177,775,724,623,0.417,3.51,488,1.31,0.265,.550
123,785,682,606,0.377,3.52,596,1.29,0.253,.550
112,695,741,617,0.396,3.6,567,1.35,0.27,.550
170,807,724,658,0.417,3.76,463,1.33,0.265,.550
138,906,639,616,0.393,3.64,501,1.33,0.254,.550
149,926,691,588,0.39,3.22,581,1.25,0.254,.550
157,1105,735,697,0.405,4.04,596,1.37,0.262,.550
183,924,773,655,0.423,3.77,506,1.3,0.264,.550
185,948,798,713,0.412,3.89,649,1.29,0.26,.550
199,838,817,680,0.426,3.7,584,1.27,0.267,.550
108,897,706,626,0.394,3.37,432,1.33,0.268,.550
114,932,683,544,0.365,2.97,571,1.19,0.25,.550
225,941,767,602,0.43,3.28,547,1.23,0.255,.550
128,978,747,628,0.403,3.32,458,1.22,0.271,.550
162,939,679,567,0.387,3.16,537,1.2,0.248,.550
130,1122,660,566,0.372,3.07,457,1.19,0.249,.550
130,1009,693,632,0.391,3.36,440,1.26,0.258,.550
165,1023,656,587,0.382,3.19,505,1.24,0.246,.550
109,877,715,652,0.392,3.43,427,1.26,0.272,.550
125,939,641,578,0.363,2.98,529,1.2,0.238,.550
125,946,647,555,0.364,2.99,533,1.16,0.246,.550
78,1079,608,521,0.335,2.81,492,1.12,0.245,.550
111,882,675,580,0.382,3.01,419,1.21,0.265,.550
159,1060,682,593,0.385,3.2,476,1.18,0.252,.550
108,1084,606,490,0.362,2.62,430,1.13,0.256,.550
158,898,759,641,0.428,3.52,405,1.3,0.279,.550
181,973,675,626,0.392,3.24,414,1.17,0.248,.550
158,1010,722,614,0.395,3.36,522,1.22,0.255,.550
152,1038,683,587,0.376,3.32,626,1.18,0.243,.550
131,1089,671,590,0.369,3.14,512,1.19,0.24,.550
140,990,652,551,0.372,2.92,520,1.18,0.245,.550
133,1044,579,497,0.352,2.66,570,1.11,0.225,.550
73,971,583,472,0.346,2.49,378,1.12,0.249,.550
182,1032,701,601,0.387,3.31,578,1.26,0.242,.550
163,906,790,618,0.408,3.24,599,1.28,0.268,.550
141,893,691,631,0.38,3.53,485,1.23,0.258,.550
142,1017,720,611,0.384,3.34,559,1.27,0.253,.550
136,906,713,636,0.361,3.26,711,1.25,0.242,.550
111,777,680,612,0.365,3.24,588,1.25,0.251,.550
179,1000,701,645,0.405,3.63,540,1.34,0.254,.550
154,813,788,599,0.416,3.31,469,1.3,0.274,.550
140,831,706,644,0.378,3.32,654,1.23,0.247,.550
95,911,739,699,0.385,3.85,543,1.4,0.275,.550
108,936,566,538,0.346,3.12,511,1.23,0.238,.550
122,952,558,514,0.356,2.96,483,1.21,0.237,.550
134,862,604,457,0.366,2.58,463,1.12,0.24,.550
119,715,754,561,0.389,3.07,648,1.21,0.266,.550
147,797,758,615,0.389,3.29,595,1.24,0.26,.550
110,961,675,565,0.371,3,497,1.16,0.263,.550
116,701,659,612,0.37,3.27,509,1.27,0.256,.550
132,755,689,551,0.373,2.95,568,1.22,0.247,.550
124,717,682,553,0.373,3.17,580,1.23,0.252,.550
134,720,796,709,0.417,3.98,565,1.36,0.275,.550
118,815,710,649,0.394,3.47,591,1.32,0.261,.550
138,768,712,565,0.402,3.01,468,1.29,0.263,.550
65,735,713,611,0.371,3.21,484,1.26,0.269,.550
91,747,608,543,0.349,3.02,486,1.23,0.251,.550
110,762,708,630,0.391,3.36,433,1.27,0.267,.550
192,842,844,771,0.444,4.25,559,1.44,0.278,.550
135,864,767,657,0.405,3.56,596,1.28,0.27,.550
133,890,734,665,0.413,3.61,474,1.28,0.274,.550
154,754,659,633,0.396,3.56,552,1.29,0.258,.550
98,657,743,634,0.399,3.44,498,1.27,0.268,.550
173,577,804,650,0.432,3.65,520,1.28,0.276,.550
136,908,710,688,0.393,3.81,636,1.38,0.256,.550
149,800,727,573,0.402,3.12,610,1.25,0.264,.550
133,813,708,586,0.388,3.33,552,1.21,0.258,.550
194,731,841,711,0.456,4.03,512,1.36,0.283,.550
185,580,807,722,0.448,4.03,549,1.35,0.28,.550
150,731,734,672,0.406,3.83,509,1.33,0.266,.550
132,773,731,644,0.396,3.58,614,1.32,0.264,.550
143,813,701,581,0.408,3.14,432,1.26,0.264,.550
115,614,809,694,0.413,3.83,508,1.34,0.286,.550
75,929,637,589,0.367,3.1,540,1.24,0.261,.550
148,835,663,591,0.388,3.25,492,1.25,0.263,.550
114,823,694,629,0.388,3.48,547,1.31,0.257,.550
117,889,728,639,0.4,3.43,472,1.32,0.27,.550
88,489,429,437,0.379,3.7,404,1.35,0.251,.550
65,476,427,404,0.368,3.53,404,1.25,0.256,.550
96,448,493,459,0.391,3.91,300,1.37,0.257,.550
100,606,421,343,0.391,2.9,391,1.18,0.252,.550
104,505,458,403,0.379,3.3,342,1.26,0.247,.550
45,610,394,331,0.356,2.66,340,1.15,0.257,.550
82,603,450,356,0.374,3.01,331,1.21,0.262,.550
81,520,443,394,0.37,3.3,368,1.2,0.246,.550
69,580,491,472,0.389,4.05,372,1.37,0.273,.550
50,388,464,417,0.377,3.63,379,1.26,0.265,.550
179,719,774,687,0.419,3.99,634,1.32,0.266,.550
186,728,814,670,0.433,3.82,613,1.31,0.274,.550
132,650,784,717,0.428,4.08,442,1.34,0.285,.550
216,717,891,717,0.455,3.98,484,1.38,0.279,.550
67,689,685,609,0.364,3.37,569,1.31,0.264,.550
156,875,789,679,0.427,3.8,508,1.27,0.274,.550
153,892,770,703,0.416,3.86,533,1.31,0.273,.550
146,1000,654,609,0.379,3.1,541,1.25,0.25,.550
125,1092,696,635,0.373,3.34,640,1.3,0.249,.550
136,879,762,658,0.397,3.75,567,1.32,0.26,.550
107,1028,652,676,0.369,3.6,500,1.35,0.257,.550
109,812,686,634,0.371,3.48,472,1.29,0.259,.550
153,767,732,703,0.386,3.91,648,1.35,0.251,.550
154,846,687,639,0.401,3.49,473,1.3,0.252,.550
114,910,677,666,0.376,3.71,576,1.3,0.255,.550
129,979,682,579,0.382,2.96,539,1.19,0.261,.550
144,1033,794,696,0.415,3.93,595,1.36,0.271,.550
167,955,786,684,0.404,3.84,671,1.26,0.255,.550
188,878,797,738,0.43,4.11,645,1.35,0.271,.550
125,1160,654,569,0.381,3.15,536,1.19,0.255,.550
163,1039,862,817,0.428,4.62,598,1.42,0.276,.550
215,1064,845,655,0.446,3.74,555,1.3,0.269,.550
120,1012,741,720,0.401,3.92,501,1.29,0.265,.550
192,1032,823,698,0.434,3.84,592,1.32,0.268,.550
205,1038,783,669,0.43,3.68,511,1.33,0.26,.550
94,873,798,693,0.378,3.91,644,1.38,0.263,.550
151,897,759,672,0.421,3.93,528,1.33,0.274,.550
99,1029,628,544,0.352,2.96,437,1.21,0.248,.550
145,897,669,578,0.386,3.28,429,1.27,0.256,.550
101,978,690,635,0.373,3.55,554,1.29,0.261,.550
124,918,702,623,0.387,3.43,472,1.3,0.261,.550
141,802,699,600,0.39,3.3,508,1.23,0.25,.550
106,914,682,633,0.379,3.61,478,1.28,0.258,.550
125,1029,693,597,0.399,3.39,466,1.29,0.265,.550
172,1217,775,613,0.408,3.42,536,1.24,0.256,.550
138,848,733,619,0.405,3.4,582,1.23,0.259,.550
140,876,776,652,0.42,3.69,526,1.3,0.28,.550
133,971,684,622,0.4,3.5,499,1.25,0.257,.550
141,969,749,644,0.393,3.49,563,1.23,0.258,.550
108,1028,665,565,0.359,3.06,583,1.24,0.253,.550
104,923,747,653,0.391,3.7,527,1.29,0.277,.550
82,793,740,604,0.375,3.43,511,1.22,0.268,.550
142,843,745,672,0.386,3.73,707,1.38,0.258,.550
163,954,780,682,0.414,3.91,561,1.31,0.263,.550
99,1060,660,609,0.382,3.46,563,1.26,0.26,.550
106,844,693,595,0.381,3.35,569,1.26,0.255,.550
162,974,776,664,0.411,3.7,604,1.35,0.265,.550
159,1023,847,742,0.436,4.21,588,1.43,0.279,.550
122,934,732,682,0.386,3.55,542,1.3,0.257,.550
